Unnamed: 0,Date,Manufacturing_Date,Expiry_Date,Days_to_Expiry_at_Sale,Is_Near_Expiry_At_Sale,Product_ID,Product_Name,Category,Company_Name,Is_Perishable,Shelf_Life_Days,Storage_Temperature,Lot_ID,Stock_Batch_Quantity,Quantity_Stocked,Quantity_Sold,Wastage_Units,On_Hand_After_Sale,Near_Expiry_Units,Price_per_Unit,Revenue,Feedback_Score,Supermarket_Branch
1597,2023-11-16,2023-11-14,2023-11-17,1,True,6804,Brown Bread,Bakery,Britannia,True,3,Ambient (20-25°C),LOT-20231114-330,443,273,159,8,106,106,103.02,16380.18,4,Supermarket A - Indiranagar
1598,2025-02-24,2024-10-08,2025-04-23,58,False,9058,Chocolate Bar 45g,Snacks,Cadbury,False,197,Ambient (20-25°C),LOT-20241008-953,829,437,175,13,249,61,83.11,14544.25,3,Supermarket A - Indiranagar
1599,2023-11-05,2023-10-17,2023-11-06,1,True,5205,Milk 500ml,Dairy,Amul,True,20,Chilled (2-4°C),LOT-20231017-216,624,520,250,25,245,245,21.98,5495.0,5,Supermarket A - Indiranagar
1600,2023-10-24,2023-10-18,2023-10-24,0,True,6423,Pav 6pc,Bakery,Modern Foods,True,6,Ambient (20-25°C),LOT-20231018-167,629,403,244,26,133,133,29.13,7107.72,2,Supermarket A - Indiranagar
1601,2024-11-03,2024-10-16,2024-11-03,0,True,3105,Mango,Fruits,FreshFarms,True,18,Cool (10-15°C),LOT-20241016-515,428,418,109,37,272,272,103.04,11231.36,3,Supermarket A - Indiranagar
1602,2023-04-08,2023-03-30,2023-04-16,8,False,3442,Pomegranate,Fruits,FreshFarms,True,17,Cool (10-15°C),LOT-20230330-256,374,233,79,21,133,14,75.28,5947.12,3,Supermarket A - Indiranagar
1603,2025-02-03,2024-10-24,2025-05-26,112,False,8647,Mango Juice 1L,Beverages,Paper Boat,False,214,Ambient (20-25°C),LOT-20241024-858,729,519,208,8,303,48,111.04,23096.32,5,Supermarket A - Indiranagar
1604,2024-01-13,2023-08-24,2024-03-22,69,False,8058,Soda 500ml,Beverages,Coca-Cola,False,211,Ambient (20-25°C),LOT-20230824-687,762,669,205,18,446,95,80.77,16557.85,4,Supermarket A - Indiranagar
1605,2024-06-14,2024-06-08,2024-06-15,1,True,4619,Carrot,Vegetables,FarmGate,True,7,Cool (10-15°C),LOT-20240608-516,457,302,178,17,107,107,56.18,10000.04,4,Supermarket A - Indiranagar
1606,2025-06-15,2025-01-20,2025-12-19,187,False,9996,Masala Namkeen 150g,Snacks,Haldiram's,False,333,Ambient (20-25°C),LOT-20250120-792,857,752,189,26,537,46,69.01,13042.89,3,Supermarket A - Indiranagar
1607,2024-10-17,2024-07-14,2024-11-17,31,False,9944,Chocolate Bar 45g,Snacks,Cadbury,False,126,Ambient (20-25°C),LOT-20240714-811,1043,848,360,27,461,102,98.91,35607.6,3,Supermarket A - Indiranagar
1608,2023-02-22,2023-02-16,2023-03-09,15,False,5903,Curd 400g,Dairy,Amul,True,21,Chilled (2-4°C),LOT-20230216-126,498,258,182,11,65,14,78.06,14206.92,4,Supermarket A - Indiranagar
1609,2023-10-29,2023-10-24,2023-11-06,8,False,4347,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20231024-922,367,230,151,10,69,4,55.31,8351.81,5,Supermarket A - Indiranagar
1610,2025-02-21,2024-11-12,2025-06-22,121,False,8329,Mango Juice 1L,Beverages,Paper Boat,False,222,Ambient (20-25°C),LOT-20241112-205,981,682,223,20,439,11,56.54,12608.42,5,Supermarket A - Indiranagar
1611,2025-03-14,2025-03-08,2025-03-16,2,True,7365,Fish Fillet 500g,Meat,FreshToHome,True,8,Frozen (-18°C),LOT-20250308-756,501,387,153,33,201,201,284.39,43511.67,5,Supermarket A - Indiranagar
1612,2023-05-13,2023-05-07,2023-05-19,6,False,4462,Spinach,Vegetables,FarmGate,True,12,Cool (10-15°C),LOT-20230507-696,330,258,126,19,113,28,41.25,5197.5,3,Supermarket A - Indiranagar
1613,2025-08-05,2025-03-08,2025-08-11,6,True,9109,Biscuit 200g,Snacks,Parle,False,156,Ambient (20-25°C),LOT-20250308-261,1038,892,397,18,477,477,57.55,22847.35,3,Supermarket A - Indiranagar
1614,2025-05-12,2025-04-07,2025-09-10,121,False,8504,Orange Juice 1L,Beverages,Real,False,156,Ambient (20-25°C),LOT-20250407-660,1044,892,405,22,465,102,71.15,28815.75,5,Supermarket A - Indiranagar
1615,2025-04-07,2025-04-02,2025-04-07,0,True,6392,Pav 6pc,Bakery,Modern Foods,True,5,Ambient (20-25°C),LOT-20250402-295,513,374,203,26,145,145,55.42,11250.26,2,Supermarket A - Indiranagar
1616,2023-10-07,2023-09-21,2023-10-07,0,True,3961,Grapes,Fruits,Reliance Fresh,True,16,Cool (10-15°C),LOT-20230921-815,332,316,158,16,142,142,81.06,12807.48,2,Supermarket A - Indiranagar
1617,2025-01-20,2024-08-29,2025-02-28,39,False,8957,Orange Juice 1L,Beverages,Real,False,183,Ambient (20-25°C),LOT-20240829-683,910,381,114,13,254,28,50.92,5804.88,4,Supermarket A - Indiranagar
1618,2024-09-15,2024-09-10,2024-09-18,3,True,3915,Grapes,Fruits,Reliance Fresh,True,8,Cool (10-15°C),LOT-20240910-488,982,558,308,35,215,215,41.77,12865.16,3,Supermarket A - Indiranagar
1619,2024-08-11,2024-08-02,2024-08-14,3,True,3474,Orange,Fruits,Del Monte,True,12,Cool (10-15°C),LOT-20240802-902,406,167,76,5,86,86,70.97,5393.72,5,Supermarket A - Indiranagar
1620,2024-08-25,2024-08-14,2024-08-27,2,True,4134,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20240814-924,831,588,268,34,286,286,32.43,8691.24,3,Supermarket A - Indiranagar
1621,2025-06-22,2025-06-17,2025-06-22,0,True,7037,Eggs Dozen,Meat,Local Farm,True,5,Frozen (-18°C),LOT-20250617-520,608,589,194,50,345,345,392.98,76238.12,3,Supermarket A - Indiranagar
1622,2023-11-18,2023-11-15,2023-11-23,5,False,3224,Banana,Fruits,FreshFarms,True,8,Cool (10-15°C),LOT-20231115-770,422,281,126,14,141,27,43.7,5506.2,5,Supermarket A - Indiranagar
1623,2024-05-02,2024-04-29,2024-05-07,5,False,3730,Banana,Fruits,FreshFarms,True,8,Cool (10-15°C),LOT-20240429-296,506,253,109,16,128,9,51.57,5621.13,5,Supermarket A - Indiranagar
1624,2024-02-20,2024-02-18,2024-02-22,2,True,6873,Brown Bread,Bakery,Britannia,True,4,Ambient (20-25°C),LOT-20240218-455,315,290,93,26,171,171,56.52,5256.36,3,Supermarket A - Indiranagar
1625,2023-06-08,2023-06-08,2023-06-20,12,False,3890,Mango,Fruits,FreshFarms,True,12,Cool (10-15°C),LOT-20230608-919,377,224,156,6,62,17,30.55,4765.8,5,Supermarket A - Indiranagar
1626,2024-02-22,2023-08-27,2024-07-25,154,False,9287,Potato Chips 100g,Snacks,Lays,False,333,Ambient (20-25°C),LOT-20230827-518,1100,641,185,30,426,70,113.77,21047.45,4,Supermarket A - Indiranagar
1627,2024-11-01,2024-10-31,2024-11-10,9,False,3378,Pomegranate,Fruits,FreshFarms,True,10,Cool (10-15°C),LOT-20241031-480,701,585,253,38,294,33,38.68,9786.04,4,Supermarket A - Indiranagar
1628,2024-06-16,2024-06-13,2024-06-17,1,True,6524,Pav 6pc,Bakery,Modern Foods,True,4,Ambient (20-25°C),LOT-20240613-765,396,301,168,10,123,123,95.11,15978.48,4,Supermarket A - Indiranagar
1629,2024-07-26,2024-07-16,2024-07-26,0,True,7994,Fish Fillet 500g,Meat,FreshToHome,True,10,Frozen (-18°C),LOT-20240716-839,316,157,59,10,88,88,117.97,6960.23,2,Supermarket A - Indiranagar
1630,2024-02-21,2024-02-15,2024-02-23,2,True,3160,Orange,Fruits,Del Monte,True,8,Cool (10-15°C),LOT-20240215-269,598,339,203,14,122,122,56.02,11372.06,4,Supermarket A - Indiranagar
1631,2024-10-22,2024-10-13,2024-10-28,6,False,3501,Apple,Fruits,Del Monte,True,15,Cool (10-15°C),LOT-20241013-443,564,370,187,20,163,16,59.96,11212.52,3,Supermarket A - Indiranagar
1632,2024-11-20,2024-05-08,2025-05-07,168,False,8855,Cold Coffee 200ml,Beverages,Nestlé,False,364,Ambient (20-25°C),LOT-20240508-475,644,477,138,14,325,45,102.68,14169.84,4,Supermarket A - Indiranagar
1633,2024-08-05,2024-07-21,2024-08-09,4,False,3898,Apple,Fruits,Del Monte,True,19,Cool (10-15°C),LOT-20240721-248,617,406,199,18,189,4,64.37,12809.63,5,Supermarket A - Indiranagar
1634,2024-05-25,2023-12-10,2024-05-31,6,True,9582,Masala Namkeen 150g,Snacks,Haldiram's,False,173,Ambient (20-25°C),LOT-20231210-756,1026,712,257,22,433,433,68.67,17648.19,3,Supermarket A - Indiranagar
1635,2025-02-16,2025-02-09,2025-02-18,2,True,4117,Tomato,Vegetables,Namdhari,True,9,Cool (10-15°C),LOT-20250209-232,679,589,256,51,282,282,44.36,11356.16,3,Supermarket A - Indiranagar
1636,2023-02-09,2023-02-02,2023-02-10,1,True,5912,Curd 400g,Dairy,Amul,True,8,Chilled (2-4°C),LOT-20230202-987,564,371,284,16,71,71,73.08,20754.72,3,Supermarket A - Indiranagar
1637,2025-01-23,2025-01-07,2025-02-02,10,False,5243,Paneer 200g,Dairy,Nandini,True,26,Chilled (2-4°C),LOT-20250107-494,475,197,108,12,77,10,89.12,9624.96,2,Supermarket A - Indiranagar
1638,2023-02-28,2023-02-17,2023-03-01,1,True,7958,Eggs Dozen,Meat,Local Farm,True,12,Frozen (-18°C),LOT-20230217-993,691,423,184,25,214,214,236.63,43539.92,4,Supermarket A - Indiranagar
1639,2024-07-17,2024-06-29,2024-07-19,2,True,3380,Orange,Fruits,Del Monte,True,20,Cool (10-15°C),LOT-20240629-425,676,599,258,32,309,309,83.79,21617.82,2,Supermarket A - Indiranagar
1640,2023-06-23,2023-06-16,2023-06-23,0,True,3548,Banana,Fruits,FreshFarms,True,7,Cool (10-15°C),LOT-20230616-756,634,440,235,26,179,179,32.66,7675.1,2,Supermarket A - Indiranagar
1641,2024-05-16,2024-05-11,2024-05-21,5,False,3056,Grapes,Fruits,Reliance Fresh,True,10,Cool (10-15°C),LOT-20240511-380,477,372,176,21,175,6,118.46,20848.96,3,Supermarket A - Indiranagar
1642,2025-05-14,2025-05-09,2025-05-22,8,False,5530,Milk 500ml,Dairy,Amul,True,13,Chilled (2-4°C),LOT-20250509-391,212,107,62,4,41,1,66.43,4118.66,4,Supermarket A - Indiranagar
1643,2024-04-24,2024-04-12,2024-05-01,7,False,5416,Curd 400g,Dairy,Amul,True,19,Chilled (2-4°C),LOT-20240412-391,236,176,62,15,99,3,69.36,4300.32,3,Supermarket A - Indiranagar
1644,2024-09-16,2024-09-06,2024-09-16,0,True,4385,Spinach,Vegetables,FarmGate,True,10,Cool (10-15°C),LOT-20240906-628,420,252,106,17,129,129,40.89,4334.34,1,Supermarket A - Indiranagar
1645,2024-01-15,2024-01-04,2024-01-15,0,True,7318,Fish Fillet 500g,Meat,FreshToHome,True,11,Frozen (-18°C),LOT-20240104-664,403,265,102,17,146,146,267.41,27275.82,5,Supermarket A - Indiranagar
1646,2024-08-28,2024-08-19,2024-08-28,0,True,7935,Chicken Breast 500g,Meat,Licious,True,9,Frozen (-18°C),LOT-20240819-293,349,181,60,17,104,104,198.89,11933.4,2,Supermarket A - Indiranagar
1647,2025-08-10,2025-03-10,2025-12-21,133,False,9483,Chocolate Bar 45g,Snacks,Cadbury,False,286,Ambient (20-25°C),LOT-20250310-442,844,637,294,19,324,87,129.04,37937.76,2,Supermarket A - Indiranagar
1648,2023-01-28,2023-01-15,2023-02-04,7,False,3483,Apple,Fruits,Del Monte,True,20,Cool (10-15°C),LOT-20230115-342,821,751,272,52,427,103,68.39,18602.08,4,Supermarket A - Indiranagar
1649,2023-01-31,2023-01-27,2023-02-05,5,False,4119,Spinach,Vegetables,FarmGate,True,9,Cool (10-15°C),LOT-20230127-892,507,482,149,29,304,2,25.72,3832.28,5,Supermarket A - Indiranagar
1650,2023-08-15,2023-08-11,2023-08-22,7,False,4540,Carrot,Vegetables,FarmGate,True,11,Cool (10-15°C),LOT-20230811-603,660,391,256,16,119,14,56.86,14556.16,4,Supermarket A - Indiranagar
1651,2025-03-11,2025-02-02,2025-07-24,135,False,9959,Masala Namkeen 150g,Snacks,Haldiram's,False,172,Ambient (20-25°C),LOT-20250202-407,975,709,227,29,453,97,36.29,8237.83,5,Supermarket A - Indiranagar
1652,2025-03-10,2024-10-15,2025-03-20,10,False,9925,Biscuit 200g,Snacks,Parle,False,156,Ambient (20-25°C),LOT-20241015-107,535,393,182,14,197,41,32.34,5885.88,4,Supermarket A - Indiranagar
1653,2023-08-27,2023-08-26,2023-08-29,2,True,6517,Pav 6pc,Bakery,Modern Foods,True,3,Ambient (20-25°C),LOT-20230826-182,690,410,225,20,165,165,80.39,18087.75,4,Supermarket A - Indiranagar
1654,2025-08-06,2025-02-18,2025-11-18,104,False,8560,Packaged Water 1L,Beverages,Bisleri,False,273,Ambient (20-25°C),LOT-20250218-461,932,668,204,24,440,86,36.95,7537.8,5,Supermarket A - Indiranagar
1655,2023-02-28,2023-02-16,2023-03-01,1,True,5639,Paneer 200g,Dairy,Nandini,True,13,Chilled (2-4°C),LOT-20230216-764,327,250,152,13,85,85,41.1,6247.2,3,Supermarket A - Indiranagar
1656,2025-03-17,2024-12-19,2025-04-05,19,False,8793,Mango Juice 1L,Beverages,Paper Boat,False,107,Ambient (20-25°C),LOT-20241219-537,1002,1002,371,26,605,17,118.16,43837.36,5,Supermarket A - Indiranagar
1657,2024-05-13,2024-01-31,2024-07-07,55,False,9216,Potato Chips 100g,Snacks,Lays,False,158,Ambient (20-25°C),LOT-20240131-544,634,446,137,18,291,70,94.88,12998.56,4,Supermarket A - Indiranagar
1658,2025-06-22,2025-06-11,2025-07-10,18,False,5717,Paneer 200g,Dairy,Nandini,True,29,Chilled (2-4°C),LOT-20250611-182,418,231,126,8,97,7,118.18,14890.68,4,Supermarket A - Indiranagar
1659,2025-06-24,2025-06-14,2025-06-25,1,True,4080,Tomato,Vegetables,Namdhari,True,11,Cool (10-15°C),LOT-20250614-807,565,300,198,16,86,86,32.42,6419.16,2,Supermarket A - Indiranagar
1660,2023-08-11,2023-08-07,2024-04-08,241,False,9426,Masala Namkeen 150g,Snacks,Haldiram's,False,245,Ambient (20-25°C),LOT-20230807-826,1019,579,335,15,229,24,121.64,40749.4,4,Supermarket A - Indiranagar
1661,2025-03-03,2025-02-26,2025-03-03,0,True,6405,Brown Bread,Bakery,Britannia,True,5,Ambient (20-25°C),LOT-20250226-982,333,201,122,7,72,72,35.46,4326.12,2,Supermarket A - Indiranagar
1662,2024-02-13,2024-01-26,2024-02-17,4,False,5671,Curd 400g,Dairy,Amul,True,22,Chilled (2-4°C),LOT-20240126-580,541,295,153,21,121,35,99.9,15284.7,5,Supermarket A - Indiranagar
1663,2023-11-18,2023-11-15,2023-11-19,1,True,6242,Sandwich Bread,Bakery,Britannia,True,4,Ambient (20-25°C),LOT-20231115-877,532,342,229,12,101,101,50.95,11667.55,4,Supermarket A - Indiranagar
1664,2025-04-14,2024-12-19,2025-10-04,173,False,8026,Orange Juice 1L,Beverages,Real,False,289,Ambient (20-25°C),LOT-20241219-318,1009,685,263,17,405,64,109.63,28832.69,4,Supermarket A - Indiranagar
1665,2024-07-02,2024-02-17,2024-09-21,81,False,8567,Soda 500ml,Beverages,Coca-Cola,False,217,Ambient (20-25°C),LOT-20240217-433,1108,716,266,26,424,11,39.85,10600.1,4,Supermarket A - Indiranagar
1666,2024-10-23,2024-10-23,2024-10-30,7,False,3278,Pomegranate,Fruits,FreshFarms,True,7,Cool (10-15°C),LOT-20241023-830,421,179,82,10,87,17,45.5,3731.0,5,Supermarket A - Indiranagar
1667,2023-05-30,2023-05-25,2023-06-23,24,False,5727,Curd 400g,Dairy,Amul,True,29,Chilled (2-4°C),LOT-20230525-334,698,559,270,34,255,60,42.7,11529.0,5,Supermarket A - Indiranagar
1668,2023-08-14,2023-02-03,2023-09-14,31,False,8233,Soda 500ml,Beverages,Coca-Cola,False,223,Ambient (20-25°C),LOT-20230203-966,920,690,212,18,460,68,115.49,24483.88,4,Supermarket A - Indiranagar
1669,2024-03-28,2024-03-18,2024-04-02,5,False,3467,Grapes,Fruits,Reliance Fresh,True,15,Cool (10-15°C),LOT-20240318-267,452,332,126,29,177,30,95.18,11992.68,3,Supermarket A - Indiranagar
1670,2023-05-25,2023-05-22,2023-05-26,1,True,6459,Sandwich Bread,Bakery,Britannia,True,4,Ambient (20-25°C),LOT-20230522-923,502,280,114,25,141,141,105.69,12048.66,3,Supermarket A - Indiranagar
1671,2025-04-21,2024-12-11,2025-07-03,73,False,9824,Potato Chips 100g,Snacks,Lays,False,204,Ambient (20-25°C),LOT-20241211-687,630,606,210,20,376,84,114.17,23975.7,5,Supermarket A - Indiranagar
1672,2024-03-30,2024-03-15,2024-04-04,5,False,3824,Apple,Fruits,Del Monte,True,20,Cool (10-15°C),LOT-20240315-648,585,558,329,33,196,4,39.68,13054.72,4,Supermarket A - Indiranagar
1673,2024-03-02,2023-11-24,2024-05-25,84,False,8477,Orange Juice 1L,Beverages,Real,False,183,Ambient (20-25°C),LOT-20231124-896,716,604,212,16,376,1,77.96,16527.52,2,Supermarket A - Indiranagar
1674,2024-05-20,2024-05-17,2024-06-07,18,False,5569,Curd 400g,Dairy,Amul,True,21,Chilled (2-4°C),LOT-20240517-623,629,527,399,15,113,20,60.96,24323.04,5,Supermarket A - Indiranagar
1675,2023-10-07,2023-09-03,2023-12-19,73,False,8613,Mango Juice 1L,Beverages,Paper Boat,False,107,Ambient (20-25°C),LOT-20230903-954,733,402,179,11,212,59,80.77,14457.83,5,Supermarket A - Indiranagar
1676,2023-08-23,2023-08-04,2023-08-24,1,True,3538,Orange,Fruits,Del Monte,True,20,Cool (10-15°C),LOT-20230804-608,396,270,122,17,131,131,99.89,12186.58,4,Supermarket A - Indiranagar
1677,2025-02-25,2024-10-06,2025-07-02,127,False,9394,Chocolate Bar 45g,Snacks,Cadbury,False,269,Ambient (20-25°C),LOT-20241006-775,986,552,276,12,264,3,19.89,5489.64,3,Supermarket A - Indiranagar
1678,2024-05-03,2024-04-25,2024-05-07,4,False,4498,Tomato,Vegetables,Namdhari,True,12,Cool (10-15°C),LOT-20240425-412,563,395,226,35,134,34,59.27,13395.02,4,Supermarket A - Indiranagar
1679,2024-04-07,2024-04-06,2024-04-14,7,False,7395,Fish Fillet 500g,Meat,FreshToHome,True,8,Frozen (-18°C),LOT-20240406-346,494,230,124,10,96,5,362.88,44997.12,3,Supermarket A - Indiranagar
1680,2023-07-18,2023-07-09,2023-08-02,15,False,5450,Curd 400g,Dairy,Amul,True,24,Chilled (2-4°C),LOT-20230709-787,583,420,214,22,184,25,87.47,18718.58,5,Supermarket A - Indiranagar
1681,2025-03-18,2025-03-09,2025-03-28,10,False,5584,Paneer 200g,Dairy,Nandini,True,19,Chilled (2-4°C),LOT-20250309-378,438,406,232,22,152,1,117.77,27322.64,4,Supermarket A - Indiranagar
1682,2024-03-08,2024-03-07,2024-03-16,8,False,4685,Tomato,Vegetables,Namdhari,True,9,Cool (10-15°C),LOT-20240307-121,594,438,173,33,232,49,58.75,10163.75,4,Supermarket A - Indiranagar
1683,2025-04-10,2024-12-09,2025-04-24,14,False,8995,Packaged Water 1L,Beverages,Bisleri,False,136,Ambient (20-25°C),LOT-20241209-133,755,537,166,14,357,92,98.7,16384.2,2,Supermarket A - Indiranagar
1684,2025-07-21,2025-04-30,2026-04-25,278,False,8626,Mango Juice 1L,Beverages,Paper Boat,False,360,Ambient (20-25°C),LOT-20250430-634,780,569,149,24,396,33,47.5,7077.5,3,Supermarket A - Indiranagar
1685,2024-01-15,2024-01-08,2024-02-03,19,False,5501,Butter 100g,Dairy,Amul,True,26,Chilled (2-4°C),LOT-20240108-968,467,387,252,13,122,14,85.31,21498.12,4,Supermarket A - Indiranagar
1686,2023-12-09,2023-11-26,2023-12-09,0,True,4760,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20231126-246,655,386,210,20,156,156,54.53,11451.3,3,Supermarket A - Indiranagar
1687,2025-05-11,2025-04-18,2025-08-07,88,False,8092,Soda 500ml,Beverages,Coca-Cola,False,111,Ambient (20-25°C),LOT-20250418-805,687,540,259,13,268,67,70.2,18181.8,4,Supermarket A - Indiranagar
1688,2023-08-24,2023-08-16,2023-08-26,2,True,4658,Tomato,Vegetables,Namdhari,True,10,Cool (10-15°C),LOT-20230816-471,298,240,65,22,153,153,53.77,3495.05,4,Supermarket A - Indiranagar
1689,2023-08-01,2023-04-05,2023-11-19,110,False,8824,Packaged Water 1L,Beverages,Bisleri,False,228,Ambient (20-25°C),LOT-20230405-977,933,790,248,23,519,119,49.62,12305.76,4,Supermarket A - Indiranagar
1690,2025-04-10,2025-04-09,2025-04-13,3,True,6691,Pav 6pc,Bakery,Modern Foods,True,4,Ambient (20-25°C),LOT-20250409-583,358,202,131,9,62,62,56.91,7455.21,4,Supermarket A - Indiranagar
1691,2024-09-26,2024-07-29,2024-11-22,57,False,8854,Cold Coffee 200ml,Beverages,Nestlé,False,116,Ambient (20-25°C),LOT-20240729-830,921,666,171,21,474,94,86.54,14798.34,5,Supermarket A - Indiranagar
1692,2023-10-09,2023-09-28,2023-10-10,1,True,7860,Chicken Breast 500g,Meat,Licious,True,12,Frozen (-18°C),LOT-20230928-593,646,326,177,16,133,133,92.84,16432.68,4,Supermarket A - Indiranagar
1693,2025-01-26,2025-01-25,2025-01-31,5,False,6087,Brown Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20250125-245,372,207,130,6,71,20,115.17,14972.1,5,Supermarket A - Indiranagar
1694,2025-04-14,2025-04-09,2025-05-01,17,False,5183,Curd 400g,Dairy,Amul,True,22,Chilled (2-4°C),LOT-20250409-207,377,208,139,9,60,3,32.24,4481.36,5,Supermarket A - Indiranagar
1695,2024-10-13,2024-07-08,2025-01-09,88,False,8617,Orange Juice 1L,Beverages,Real,False,185,Ambient (20-25°C),LOT-20240708-868,1058,655,179,30,446,123,55.76,9981.04,4,Supermarket A - Indiranagar
1696,2023-07-16,2023-07-10,2023-07-24,8,False,3302,Grapes,Fruits,Reliance Fresh,True,14,Cool (10-15°C),LOT-20230710-789,367,242,74,18,150,12,115.21,8525.54,5,Supermarket A - Indiranagar
1697,2023-08-30,2023-08-22,2023-09-03,4,False,4404,Tomato,Vegetables,Namdhari,True,12,Cool (10-15°C),LOT-20230822-456,536,301,138,26,137,32,33.06,4562.28,2,Supermarket A - Indiranagar
1698,2024-08-05,2024-07-23,2024-08-05,0,True,3629,Orange,Fruits,Del Monte,True,13,Cool (10-15°C),LOT-20240723-509,479,335,142,27,166,166,63.76,9053.92,2,Supermarket A - Indiranagar
1699,2023-12-30,2023-12-18,2023-12-31,1,True,4586,Onion,Vegetables,Namdhari,True,13,Cool (10-15°C),LOT-20231218-250,437,317,133,15,169,169,36.14,4806.62,3,Supermarket A - Indiranagar
1700,2023-05-30,2023-05-20,2023-06-02,3,True,3476,Banana,Fruits,FreshFarms,True,13,Cool (10-15°C),LOT-20230520-980,609,266,112,15,139,139,95.73,10721.76,3,Supermarket A - Indiranagar
1701,2024-04-19,2024-04-04,2024-04-25,6,False,5554,Yogurt Cup,Dairy,Nestlé,True,21,Chilled (2-4°C),LOT-20240404-663,487,455,203,29,223,24,96.0,19488.0,4,Supermarket A - Indiranagar
1702,2024-02-08,2024-01-12,2024-02-09,1,True,5503,Butter 100g,Dairy,Amul,True,28,Chilled (2-4°C),LOT-20240112-593,504,504,300,32,172,172,82.4,24720.0,3,Supermarket A - Indiranagar
1703,2024-10-26,2024-10-13,2024-11-06,11,False,5012,Curd 400g,Dairy,Amul,True,24,Chilled (2-4°C),LOT-20241013-693,667,667,451,18,198,4,112.66,50809.66,5,Supermarket A - Indiranagar
1704,2025-12-24,2025-03-31,2026-02-12,50,False,8791,Packaged Water 1L,Beverages,Bisleri,False,318,Ambient (20-25°C),LOT-20250331-989,739,342,60,12,270,50,74.96,4497.6,3,Supermarket A - Indiranagar
1705,2025-05-25,2025-05-24,2025-06-01,7,False,4739,Carrot,Vegetables,FarmGate,True,8,Cool (10-15°C),LOT-20250524-647,395,227,138,6,83,20,25.76,3554.88,5,Supermarket A - Indiranagar
1706,2023-09-08,2023-08-31,2023-09-12,4,False,7757,Fish Fillet 500g,Meat,FreshToHome,True,12,Frozen (-18°C),LOT-20230831-572,207,130,38,11,81,21,362.09,13759.42,4,Supermarket A - Indiranagar
1707,2024-02-09,2023-12-23,2024-07-01,143,False,9651,Potato Chips 100g,Snacks,Lays,False,191,Ambient (20-25°C),LOT-20231223-595,1140,949,491,25,433,75,12.85,6309.35,4,Supermarket A - Indiranagar
1708,2023-08-24,2023-08-23,2023-08-27,3,True,6588,Sandwich Bread,Bakery,Britannia,True,4,Ambient (20-25°C),LOT-20230823-811,492,429,205,30,194,194,104.53,21428.65,3,Supermarket A - Indiranagar
1709,2023-07-16,2023-03-21,2023-11-07,114,False,9841,Chocolate Bar 45g,Snacks,Cadbury,False,231,Ambient (20-25°C),LOT-20230321-271,995,794,297,31,466,97,28.38,8428.86,5,Supermarket A - Indiranagar
1710,2023-12-05,2023-12-05,2023-12-13,8,False,5013,Butter 100g,Dairy,Amul,True,8,Chilled (2-4°C),LOT-20231205-419,470,278,168,7,103,16,85.0,14280.0,5,Supermarket A - Indiranagar
1711,2024-12-17,2024-09-29,2025-05-12,146,False,9729,Potato Chips 100g,Snacks,Lays,False,225,Ambient (20-25°C),LOT-20240929-483,874,635,288,13,334,99,106.94,30798.72,5,Supermarket A - Indiranagar
1712,2023-03-26,2023-01-31,2023-08-31,158,False,8021,Soda 500ml,Beverages,Coca-Cola,False,212,Ambient (20-25°C),LOT-20230131-252,626,464,155,17,292,15,28.38,4398.9,3,Supermarket A - Indiranagar
1713,2024-12-22,2024-12-19,2024-12-24,2,True,7762,Fish Fillet 500g,Meat,FreshToHome,True,5,Frozen (-18°C),LOT-20241219-277,593,444,116,34,294,294,172.47,20006.52,4,Supermarket A - Indiranagar
1714,2024-10-23,2024-10-16,2025-04-30,189,False,8852,Orange Juice 1L,Beverages,Real,False,196,Ambient (20-25°C),LOT-20241016-705,779,779,205,33,541,65,19.71,4040.55,5,Supermarket A - Indiranagar
1715,2023-08-27,2023-08-21,2023-08-29,2,True,4940,Tomato,Vegetables,Namdhari,True,8,Cool (10-15°C),LOT-20230821-129,349,224,133,10,81,81,41.64,5538.12,3,Supermarket A - Indiranagar
1716,2025-01-08,2025-01-05,2025-01-14,6,False,4790,Onion,Vegetables,Namdhari,True,9,Cool (10-15°C),LOT-20250105-615,379,293,177,15,101,23,15.59,2759.43,5,Supermarket A - Indiranagar
1717,2024-10-05,2024-09-23,2024-10-19,14,False,5737,Milk 500ml,Dairy,Amul,True,26,Chilled (2-4°C),LOT-20240923-369,397,209,140,7,62,6,42.37,5931.8,4,Supermarket A - Indiranagar
1718,2023-11-24,2023-11-23,2023-12-08,14,False,5004,Paneer 200g,Dairy,Nandini,True,15,Chilled (2-4°C),LOT-20231123-694,801,548,323,27,198,57,28.56,9224.88,4,Supermarket A - Indiranagar
1719,2025-03-19,2024-12-20,2025-04-09,21,False,8774,Mango Juice 1L,Beverages,Paper Boat,False,110,Ambient (20-25°C),LOT-20241220-236,745,587,174,16,397,95,30.99,5392.26,2,Supermarket A - Indiranagar
