Date,Shop_ID,Shop_Name,City,Product_ID,Product_Name,Category,Supplier_Name,Quantity_Stocked,Quantity_Sold,Price_per_Unit (₹),Revenue (₹),Wastage_Units,Storage_Type,Feedback_Score
2024-04-17,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,38,37,35.0,1295.0,1,Ambient,4
2024-04-17,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,49,38,420.0,15960.0,11,Ambient,4
2024-04-17,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,36,28,155.0,4340.0,8,Ambient,3
2024-04-17,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,30,25,20.0,500.0,5,Ambient,4
2024-04-17,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,49,37,40.0,1480.0,12,Refrigerated,4
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,41,41,42.0,1722.0,0,Refrigerated,4
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,47,34,38.0,1292.0,13,Ambient,3
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,32,21,240.0,5040.0,11,Ice Box,3
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,37,26,72.0,1872.0,11,Refrigerated,3
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,36,29,25.0,725.0,7,Ambient,3
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,33,31,35.0,1085.0,2,Ambient,4
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,41,35,420.0,14700.0,6,Ambient,4
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,20,16,155.0,2480.0,4,Ambient,3
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,58,54,20.0,1080.0,4,Ambient,5
2024-04-18,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,52,45,40.0,1800.0,7,Refrigerated,3
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,30,24,42.0,1008.0,6,Refrigerated,4
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,50,29,38.0,1102.0,21,Ambient,3
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,36,32,240.0,7680.0,4,Ice Box,3
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,47,39,72.0,2808.0,8,Refrigerated,4
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,45,30,25.0,750.0,15,Ambient,3
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,22,20,35.0,700.0,2,Ambient,5
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,38,31,420.0,13020.0,7,Ambient,3
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,70,59,155.0,9145.0,11,Ambient,3
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,36,34,20.0,680.0,2,Ambient,5
2024-04-19,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,29,25,40.0,1000.0,4,Refrigerated,4
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,44,18,42.0,756.0,26,Refrigerated,3
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,40,37,38.0,1406.0,3,Ambient,5
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,26,12,240.0,2880.0,14,Ice Box,3
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,50,41,72.0,2952.0,9,Refrigerated,3
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,48,21,25.0,525.0,27,Ambient,3
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,39,29,35.0,1015.0,10,Ambient,4
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,68,68,420.0,28560.0,0,Ambient,4
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,48,43,155.0,6665.0,5,Ambient,3
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,46,35,20.0,700.0,11,Ambient,4
2024-04-20,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,45,38,40.0,1520.0,7,Refrigerated,4
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,45,37,42.0,1554.0,8,Refrigerated,3
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,18,18,38.0,684.0,0,Ambient,4
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,50,22,240.0,5280.0,28,Ice Box,2
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,26,21,72.0,1512.0,5,Refrigerated,3
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,31,20,25.0,500.0,11,Ambient,2
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,48,24,35.0,840.0,24,Ambient,3
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,51,47,420.0,19740.0,4,Ambient,5
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,45,37,155.0,5735.0,8,Ambient,3
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,21,16,20.0,320.0,5,Ambient,4
2024-04-21,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,38,33,40.0,1320.0,5,Refrigerated,3
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,34,16,42.0,672.0,18,Refrigerated,2
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,38,29,38.0,1102.0,9,Ambient,3
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,47,39,240.0,9360.0,8,Ice Box,3
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,24,24,72.0,1728.0,0,Refrigerated,5
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,42,33,25.0,825.0,9,Ambient,4
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,50,33,35.0,1155.0,17,Ambient,3
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,49,39,420.0,16380.0,10,Ambient,3
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,56,48,155.0,7440.0,8,Ambient,3
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,24,23,20.0,460.0,1,Ambient,4
2024-04-22,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,62,61,40.0,2440.0,1,Refrigerated,4
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,50,45,42.0,1890.0,5,Refrigerated,5
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,25,11,38.0,418.0,14,Ambient,2
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,48,25,240.0,6000.0,23,Ice Box,2
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,17,16,72.0,1152.0,1,Refrigerated,4
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,48,24,25.0,600.0,24,Ambient,2
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,46,35,35.0,1225.0,11,Ambient,4
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,65,57,420.0,23940.0,8,Ambient,4
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,40,36,155.0,5580.0,4,Ambient,4
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,32,32,20.0,640.0,0,Ambient,5
2024-04-23,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,32,26,40.0,1040.0,6,Refrigerated,4
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,35,30,42.0,1260.0,5,Refrigerated,4
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,48,46,38.0,1748.0,2,Ambient,4
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,48,41,240.0,9840.0,7,Ice Box,4
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,45,26,72.0,1872.0,19,Refrigerated,2
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,26,12,25.0,300.0,14,Ambient,2
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,46,31,35.0,1085.0,15,Ambient,2
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,43,35,420.0,14700.0,8,Ambient,4
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,32,28,155.0,4340.0,4,Ambient,3
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,20,14,20.0,280.0,6,Ambient,3
2024-04-24,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,58,55,40.0,2200.0,3,Refrigerated,4
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,40,22,42.0,924.0,18,Refrigerated,3
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,41,27,38.0,1026.0,14,Ambient,3
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,28,16,240.0,3840.0,12,Ice Box,3
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,47,32,72.0,2304.0,15,Refrigerated,2
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,42,35,25.0,875.0,7,Ambient,4
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,31,12,35.0,420.0,19,Ambient,3
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,49,47,420.0,19740.0,2,Ambient,5
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,56,50,155.0,7750.0,6,Ambient,4
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,41,39,20.0,780.0,2,Ambient,4
2024-04-25,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,33,27,40.0,1080.0,6,Refrigerated,3
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,29,19,42.0,798.0,10,Refrigerated,2
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,47,23,38.0,874.0,24,Ambient,2
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,31,31,240.0,7440.0,0,Ice Box,5
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,29,21,72.0,1512.0,8,Refrigerated,4
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,24,14,25.0,350.0,10,Ambient,2
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,20,9,35.0,315.0,11,Ambient,3
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,20,14,420.0,5880.0,6,Ambient,3
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,61,45,155.0,6975.0,16,Ambient,3
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,20,16,20.0,320.0,4,Ambient,4
2024-04-26,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,66,62,40.0,2480.0,4,Refrigerated,4
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,46,28,42.0,1176.0,18,Refrigerated,3
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,24,9,38.0,342.0,15,Ambient,3
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,33,16,240.0,3840.0,17,Ice Box,2
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,37,35,72.0,2520.0,2,Refrigerated,4
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,42,36,25.0,900.0,6,Ambient,4
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,23,19,35.0,665.0,4,Ambient,3
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,57,40,420.0,16800.0,17,Ambient,4
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,39,30,155.0,4650.0,9,Ambient,3
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,53,44,20.0,880.0,9,Ambient,4
2024-04-27,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,49,48,40.0,1920.0,1,Refrigerated,5
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,22,15,42.0,630.0,7,Refrigerated,2
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,26,24,38.0,912.0,2,Ambient,4
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,48,31,240.0,7440.0,17,Ice Box,2
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,19,7,72.0,504.0,12,Refrigerated,2
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,50,20,25.0,500.0,30,Ambient,2
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,21,8,35.0,280.0,13,Ambient,3
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,28,23,420.0,9660.0,5,Ambient,4
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,27,24,155.0,3720.0,3,Ambient,3
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,28,28,20.0,560.0,0,Ambient,5
2024-04-28,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,49,36,40.0,1440.0,13,Refrigerated,4
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,49,26,42.0,1092.0,23,Refrigerated,2
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,21,17,38.0,646.0,4,Ambient,3
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,34,34,240.0,8160.0,0,Ice Box,5
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,24,23,72.0,1656.0,1,Refrigerated,5
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,27,25,25.0,625.0,2,Ambient,5
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,47,41,35.0,1435.0,6,Ambient,3
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,30,27,420.0,11340.0,3,Ambient,5
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,38,29,155.0,4495.0,9,Ambient,3
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,22,15,20.0,300.0,7,Ambient,2
2024-04-29,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,41,37,40.0,1480.0,4,Refrigerated,5
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,21,14,42.0,588.0,7,Refrigerated,2
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,34,14,38.0,532.0,20,Ambient,3
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,22,16,240.0,3840.0,6,Ice Box,4
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,38,33,72.0,2376.0,5,Refrigerated,4
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,46,25,25.0,625.0,21,Ambient,3
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,37,37,35.0,1295.0,0,Ambient,4
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,32,24,420.0,10080.0,8,Ambient,3
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,43,41,155.0,6355.0,2,Ambient,5
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,21,21,20.0,420.0,0,Ambient,5
2024-04-30,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,25,22,40.0,880.0,3,Refrigerated,3
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,29,22,42.0,924.0,7,Refrigerated,4
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,35,18,38.0,684.0,17,Ambient,2
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,38,31,240.0,7440.0,7,Ice Box,4
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,29,27,72.0,1944.0,2,Refrigerated,5
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,41,23,25.0,575.0,18,Ambient,2
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,32,12,35.0,420.0,20,Ambient,2
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,66,48,420.0,20160.0,18,Ambient,3
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,48,45,155.0,6975.0,3,Ambient,5
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,70,53,20.0,1060.0,17,Ambient,3
2024-05-01,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,64,51,40.0,2040.0,13,Refrigerated,3
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,21,21,42.0,882.0,0,Refrigerated,5
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,23,16,38.0,608.0,7,Ambient,3
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,47,35,240.0,8400.0,12,Ice Box,3
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,44,36,72.0,2592.0,8,Refrigerated,4
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,38,27,25.0,675.0,11,Ambient,3
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,41,19,35.0,665.0,22,Ambient,2
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,26,26,420.0,10920.0,0,Ambient,4
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,61,56,155.0,8680.0,5,Ambient,5
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,58,45,20.0,900.0,13,Ambient,3
2024-05-02,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,56,42,40.0,1680.0,14,Refrigerated,3
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,46,31,42.0,1302.0,15,Refrigerated,2
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,45,33,38.0,1254.0,12,Ambient,4
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,15,15,240.0,3600.0,0,Ice Box,4
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,19,15,72.0,1080.0,4,Refrigerated,4
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,16,8,25.0,200.0,8,Ambient,2
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,44,44,35.0,1540.0,0,Ambient,4
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,61,50,420.0,21000.0,11,Ambient,3
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,56,55,155.0,8525.0,1,Ambient,5
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,67,46,20.0,920.0,21,Ambient,2
2024-05-03,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,21,18,40.0,720.0,3,Refrigerated,4
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,16,13,42.0,546.0,3,Refrigerated,3
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,42,18,38.0,684.0,24,Ambient,3
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,32,23,240.0,5520.0,9,Ice Box,4
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,38,25,72.0,1800.0,13,Refrigerated,2
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,47,32,25.0,800.0,15,Ambient,3
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,42,39,35.0,1365.0,3,Ambient,4
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,25,25,420.0,10500.0,0,Ambient,4
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,46,38,155.0,5890.0,8,Ambient,4
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,109,Chips (Large),Snacks,Lays,31,27,20.0,540.0,4,Ambient,4
2024-05-04,KIR003,Sri Lakshmi Provisions,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,65,65,40.0,2600.0,0,Refrigerated,5
2024-05-05,KIR003,Sri Lakshmi Provisions,Bangalore,101,Milk,Dairy,Nandini Dairy,46,23,42.0,966.0,23,Refrigerated,3
2024-05-05,KIR003,Sri Lakshmi Provisions,Bangalore,102,Bread (Loaf),Bakery,Britannia,17,8,38.0,304.0,9,Ambient,2
2024-05-05,KIR003,Sri Lakshmi Provisions,Bangalore,103,Chicken,Meat,Licious Local Agent,16,11,240.0,2640.0,5,Ice Box,2
2024-05-05,KIR003,Sri Lakshmi Provisions,Bangalore,104,Eggs (Dozen),Dairy,NECC,49,48,72.0,3456.0,1,Refrigerated,4
2024-05-05,KIR003,Sri Lakshmi Provisions,Bangalore,105,Banana,Fruits,KR Market Supplier,48,30,25.0,750.0,18,Ambient,3
2024-05-05,KIR003,Sri Lakshmi Provisions,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,45,22,35.0,770.0,23,Ambient,3
2024-05-05,KIR003,Sri Lakshmi Provisions,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,34,28,420.0,11760.0,6,Ambient,4
